9.90E+02,1.01E+03,9.96E+02,1.06E+03,1.03E+03,1.03E+03,1.01E+03,1.04E+03,0.00E+00
9.85E+02,1.00E+03,1.01E+03,1.06E+03,1.00E+03,1.02E+03,9.94E+02,1.04E+03,0.00E+00
1.01E+03,9.96E+02,9.96E+02,1.06E+03,1.00E+03,1.03E+03,1.01E+03,1.05E+03,0.00E+00
9.89E+02,9.87E+02,1.01E+03,1.08E+03,1.01E+03,1.03E+03,1.01E+03,1.04E+03,0.00E+00
1.00E+03,9.95E+02,9.93E+02,1.06E+03,1.01E+03,1.03E+03,9.89E+02,1.02E+03,0.00E+00
1.00E+03,1.00E+03,1.00E+03,1.08E+03,9.88E+02,1.02E+03,9.91E+02,1.04E+03,0.00E+00
1.00E+03,9.93E+02,9.96E+02,1.06E+03,1.01E+03,1.03E+03,9.93E+02,1.03E+03,0.00E+00
1.00E+03,9.94E+02,1.00E+03,1.06E+03,1.01E+03,1.04E+03,1.02E+03,1.02E+03,0.00E+00
1.00E+03,9.92E+02,1.00E+03,1.08E+03,1.02E+03,1.04E+03,1.01E+03,1.04E+03,0.00E+00
1.00E+03,9.92E+02,1.00E+03,1.06E+03,1.04E+03,1.04E+03,9.96E+02,1.04E+03,0.00E+00
1.01E+03,9.85E+02,1.01E+03,1.07E+03,1.01E+03,1.02E+03,9.99E+02,1.04E+03,0.00E+00
1.01E+03,1.02E+03,1.01E+03,1.08E+03,1.02E+03,1.04E+03,1.00E+03,1.04E+03,0.00E+00
9.96E+02,9.96E+02,9.91E+02,1.08E+03,1.03E+03,1.03E+03,9.94E+02,1.02E+03,0.00E+00
1.00E+03,9.90E+02,1.01E+03,1.05E+03,1.02E+03,1.02E+03,1.00E+03,1.04E+03,0.00E+00
1.01E+03,9.96E+02,1.02E+03,1.07E+03,1.02E+03,1.05E+03,1.01E+03,1.04E+03,0.00E+00
1.01E+03,9.99E+02,1.01E+03,1.05E+03,1.01E+03,1.04E+03,1.01E+03,1.02E+03,0.00E+00
1.01E+03,1.03E+03,9.95E+02,1.06E+03,1.01E+03,1.03E+03,1.01E+03,1.04E+03,0.00E+00
1.01E+03,1.01E+03,1.00E+03,1.06E+03,1.01E+03,1.04E+03,1.01E+03,1.03E+03,0.00E+00
9.95E+02,9.85E+02,9.98E+02,1.07E+03,1.02E+03,1.03E+03,1.01E+03,1.03E+03,0.00E+00
9.97E+02,9.89E+02,1.00E+03,1.06E+03,1.03E+03,1.04E+03,9.91E+02,1.03E+03,0.00E+00
9.99E+02,1.01E+03,9.94E+02,1.06E+03,1.03E+03,1.03E+03,9.99E+02,1.03E+03,0.00E+00
9.76E+02,1.01E+03,1.01E+03,1.08E+03,1.01E+03,1.03E+03,1.00E+03,1.03E+03,0.00E+00
9.97E+02,9.89E+02,1.01E+03,1.09E+03,1.03E+03,1.02E+03,9.93E+02,1.02E+03,0.00E+00
9.81E+02,9.95E+02,9.90E+02,1.07E+03,1.00E+03,1.01E+03,1.01E+03,1.03E+03,0.00E+00
1.01E+03,1.02E+03,9.97E+02,1.08E+03,1.00E+03,1.02E+03,1.02E+03,1.03E+03,0.00E+00
1.01E+03,1.01E+03,1.01E+03,1.07E+03,1.01E+03,1.04E+03,9.95E+02,1.04E+03,0.00E+00
9.94E+02,9.89E+02,9.99E+02,1.08E+03,1.01E+03,1.02E+03,1.01E+03,1.03E+03,0.00E+00
1.01E+03,1.01E+03,1.00E+03,1.08E+03,1.02E+03,1.03E+03,1.01E+03,1.02E+03,0.00E+00
9.86E+02,9.85E+02,9.90E+02,1.07E+03,1.01E+03,1.04E+03,9.84E+02,1.03E+03,0.00E+00
1.00E+03,9.95E+02,9.90E+02,1.05E+03,1.01E+03,1.05E+03,9.92E+02,1.01E+03,0.00E+00
9.91E+02,9.88E+02,9.96E+02,1.08E+03,1.02E+03,1.02E+03,1.01E+03,1.03E+03,0.00E+00
1.01E+03,1.01E+03,9.85E+02,1.05E+03,1.01E+03,1.02E+03,9.95E+02,1.03E+03,0.00E+00
9.96E+02,9.99E+02,9.89E+02,1.07E+03,1.02E+03,1.04E+03,1.02E+03,1.03E+03,0.00E+00
1.01E+03,1.01E+03,9.86E+02,1.07E+03,9.90E+02,1.05E+03,1.01E+03,1.03E+03,0.00E+00
1.00E+03,9.88E+02,9.98E+02,1.06E+03,1.02E+03,1.05E+03,1.01E+03,1.04E+03,0.00E+00
1.01E+03,9.91E+02,1.01E+03,1.06E+03,1.01E+03,1.03E+03,1.01E+03,1.05E+03,0.00E+00
9.86E+02,9.81E+02,1.01E+03,1.05E+03,1.02E+03,1.03E+03,1.00E+03,1.03E+03,0.00E+00
1.01E+03,1.01E+03,9.97E+02,1.07E+03,1.02E+03,1.02E+03,1.01E+03,1.02E+03,0.00E+00
1.01E+03,9.98E+02,9.91E+02,1.06E+03,1.01E+03,1.02E+03,1.02E+03,1.02E+03,0.00E+00
1.02E+03,9.99E+02,9.97E+02,1.09E+03,1.02E+03,1.03E+03,9.90E+02,1.03E+03,0.00E+00
1.01E+03,1.01E+03,9.95E+02,1.07E+03,1.03E+03,1.04E+03,1.02E+03,1.04E+03,0.00E+00
9.92E+02,1.02E+03,1.01E+03,1.06E+03,1.01E+03,1.03E+03,1.00E+03,1.03E+03,0.00E+00
1.00E+03,9.77E+02,1.00E+03,1.08E+03,1.01E+03,1.02E+03,1.00E+03,1.05E+03,0.00E+00
1.00E+03,1.01E+03,1.00E+03,1.06E+03,1.00E+03,1.02E+03,9.95E+02,1.03E+03,0.00E+00
9.91E+02,1.01E+03,1.01E+03,1.07E+03,1.03E+03,1.03E+03,9.84E+02,1.04E+03,0.00E+00
9.94E+02,1.01E+03,1.00E+03,1.08E+03,1.01E+03,1.03E+03,9.92E+02,1.05E+03,0.00E+00
9.94E+02,9.80E+02,1.01E+03,1.07E+03,1.00E+03,1.01E+03,9.96E+02,1.05E+03,0.00E+00
1.00E+03,9.99E+02,1.02E+03,1.07E+03,9.94E+02,1.02E+03,9.98E+02,1.03E+03,0.00E+00
9.99E+02,1.01E+03,9.98E+02,1.07E+03,1.02E+03,1.03E+03,1.01E+03,1.03E+03,0.00E+00
1.01E+03,1.03E+03,1.01E+03,1.07E+03,9.99E+02,1.02E+03,9.90E+02,1.03E+03,0.00E+00
9.92E+02,1.00E+03,1.00E+03,1.06E+03,1.00E+03,1.05E+03,1.00E+03,1.04E+03,0.00E+00
9.98E+02,1.00E+03,1.01E+03,1.07E+03,9.93E+02,1.04E+03,9.94E+02,1.04E+03,0.00E+00
9.81E+02,9.92E+02,1.00E+03,1.08E+03,1.01E+03,1.04E+03,1.02E+03,1.05E+03,0.00E+00
1.00E+03,1.01E+03,9.94E+02,1.09E+03,1.02E+03,1.04E+03,9.89E+02,1.03E+03,0.00E+00
9.99E+02,1.01E+03,9.95E+02,1.07E+03,1.01E+03,1.03E+03,1.00E+03,1.02E+03,0.00E+00
1.01E+03,1.02E+03,9.99E+02,1.07E+03,1.01E+03,1.03E+03,9.91E+02,1.03E+03,0.00E+00
9.96E+02,9.84E+02,1.00E+03,1.08E+03,1.03E+03,1.03E+03,1.00E+03,1.04E+03,0.00E+00
9.97E+02,1.02E+03,9.85E+02,1.06E+03,9.95E+02,1.03E+03,9.96E+02,1.01E+03,0.00E+00
1.01E+03,9.80E+02,1.01E+03,1.07E+03,1.02E+03,1.03E+03,9.94E+02,1.03E+03,0.00E+00
1.01E+03,1.02E+03,9.98E+02,1.06E+03,1.01E+03,1.03E+03,9.91E+02,1.03E+03,0.00E+00
1.01E+03,1.01E+03,9.89E+02,1.07E+03,1.01E+03,1.04E+03,9.93E+02,1.03E+03,0.00E+00
9.97E+02,1.01E+03,9.97E+02,1.06E+03,1.01E+03,1.04E+03,1.01E+03,1.03E+03,0.00E+00
1.02E+03,9.91E+02,9.96E+02,1.06E+03,1.01E+03,1.05E+03,1.01E+03,1.02E+03,0.00E+00
1.01E+03,1.01E+03,9.98E+02,1.09E+03,1.01E+03,1.02E+03,1.01E+03,1.05E+03,0.00E+00
9.99E+02,1.02E+03,1.01E+03,1.07E+03,1.01E+03,1.05E+03,1.02E+03,1.02E+03,0.00E+00
